Rk,Squad,Comp,Pl,Age,Poss,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_GPK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_GPK,Per_90_Minutes_G+APK,Season,Competition,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl_2,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxGSoT,Expected_PSxG+,Expected_90,Launched_Cmp,Launched_Att,Launched_Cmp_2,Passes_Att_GK,Passes_Thr,Passes_Launch,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp_2,Sweeper_OPA,Sweeper_OPA90,Sweeper_AvgDist,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS_2,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Total_Cmp,Total_Att,Total_Cmp_2,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp_2,Medium_Cmp,Medium_Att,Medium_Cmp_2,Long_Cmp,Long_Att,Long_Cmp_2,Ast,AxAG,KP,13,PPA,CrsPA,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Playing_Time_MnMP,Playing_Time_Min_2,Starts_Starts,Starts_MnStart,Starts_Compl,Subs_Subs,Subs_MnSub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+,Team_Success_+90,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,TakeOns_Att,TakeOns_Succ,TakeOns_Succ_2,TakeOns_Tkld,TakeOns_Tkld_2,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_13,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT_2,Standard_Sh90,Standard_SoT90,Standard_GSh,Standard_GSoT,Standard_Dist,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won_2,xAG,Expected_xA,Expected_AxAG,PrgP,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+,Team_Success_xG_xG+90,Carries_PrgC,Receiving_Rec,Receiving_PrgR,Standard_FK,Expected_npxGSh,Expected_GxG,Expected_npGxG
31.0,Genoa,it Serie A,30,26.7,50.2,38.0,418.0,3420.0,38.0,44.0,35.0,79.0,40.0,4.0,4.0,91.0,0.0,1.16,0.92,2.08,1.05,1.97,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,113.0,0.0,265.0,1.21,45.0,48.0,-3.0,-0.08,,,,,,,,,,,,,,,,,,,,,44.0,,150.0,,,3.95,,0.27,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Getafe,es La Liga,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,67.0,1.76,179.0,122.0,67.0,9.0,9.0,20.0,8.0,21.1,11.0,8.0,2.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,Getafe,es La Liga,27,26.7,46.1,38.0,418.0,3420.0,38.0,36.0,31.0,67.0,35.0,1.0,2.0,129.0,6.0,0.95,0.82,1.76,0.92,1.74,2015-2016,Big 5 European Leagues,38.0,,573.0,,,,,,,,,,,718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,531.0,443.0,72.0,742.0,718.0,573.0,2.0,10.0,1.0,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,742.0,,,,,,,,,90.0,100.0,418.0,84.0,299.0,114.0,21.0,152.0,0.95,37.0,67.0,-30.0,-0.79,,,,,,,,,,,,,,,,,,,,,36.0,441.0,149.0,33.8,11.61,3.92,0.08,0.23,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gladbach,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1.47,152.0,102.0,67.1,17.0,4.0,13.0,7.0,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,Gladbach,de Bundesliga,26,24.9,56.0,34.0,374.0,3060.0,34.0,64.0,47.0,111.0,60.0,4.0,5.0,49.0,0.0,1.88,1.38,3.26,1.76,3.15,2015-2016,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,102.0,0.0,136.0,1.62,67.0,50.0,17.0,0.5,,,,,,,,,,,,,,,,,,,,,64.0,,195.0,,,5.74,,0.31,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Granada,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,69.0,1.82,172.0,107.0,62.2,10.0,9.0,19.0,4.0,10.5,5.0,4.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,Granada,es La Liga,28,25.9,44.6,38.0,418.0,3420.0,38.0,45.0,26.0,71.0,38.0,7.0,7.0,141.0,7.0,1.18,0.68,1.87,1.0,1.68,2015-2016,Big 5 European Leagues,38.0,,604.0,,,,,,,,,,,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,586.0,504.0,91.0,626.0,721.0,604.0,5.0,5.0,2.0,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,626.0,,,,,,,,,90.0,100.0,418.0,84.0,300.0,112.0,23.0,154.0,1.03,46.0,69.0,-23.0,-0.61,,,,,,,,,,,,,,,,,,,,,45.0,431.0,131.0,30.4,11.34,3.45,0.09,0.29,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guingamp,fr Ligue 1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,56.0,1.47,165.0,109.0,66.1,11.0,11.0,16.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,Guingamp,fr Ligue 1,28,28.4,42.8,38.0,418.0,3420.0,38.0,46.0,36.0,82.0,44.0,2.0,3.0,81.0,0.0,1.21,0.95,2.16,1.16,2.11,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,105.0,0.0,161.0,1.16,47.0,56.0,-9.0,-0.24,,,,,,,,,,,,,,,,,,,,,46.0,,136.0,,,3.58,,0.32,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hamburger SV,de Bundesliga,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,46.0,1.35,169.0,123.0,72.8,11.0,8.0,15.0,9.0,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,Hamburger SV,de Bundesliga,28,27.1,48.7,34.0,374.0,3060.0,34.0,37.0,26.0,63.0,34.0,3.0,3.0,75.0,0.0,1.09,0.76,1.85,1.0,1.76,2015-2016,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,102.0,0.0,134.0,1.21,40.0,46.0,-6.0,-0.18,,,,,,,,,,,,,,,,,,,,,37.0,,131.0,,,3.85,,0.26,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hannover 96,de Bundesliga,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,62.0,1.82,205.0,143.0,69.8,7.0,4.0,23.0,5.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,Hannover 96,de Bundesliga,33,25.6,45.9,34.0,374.0,3060.0,34.0,30.0,21.0,51.0,28.0,2.0,3.0,66.0,0.0,0.88,0.62,1.5,0.82,1.44,2015-2016,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,91.0,0.0,146.0,0.74,31.0,62.0,-31.0,-0.91,,,,,,,,,,,,,,,,,,,,,30.0,,125.0,,,3.68,,0.22,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hellas Verona,it Serie A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,63.0,1.66,161.0,98.0,60.9,5.0,13.0,20.0,3.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,Hellas Verona,it Serie A,32,27.5,45.3,38.0,418.0,3420.0,38.0,34.0,23.0,57.0,28.0,6.0,7.0,97.0,0.0,0.89,0.61,1.5,0.74,1.34,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,113.0,0.0,282.0,0.74,34.0,63.0,-29.0,-0.76,,,,,,,,,,,,,,,,,,,,,34.0,,140.0,,,3.68,,0.2,,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hertha BSC,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,43.0,1.26,146.0,103.0,70.5,14.0,8.0,12.0,13.0,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,Hertha BSC,de Bundesliga,26,26.1,49.7,34.0,374.0,3060.0,34.0,41.0,31.0,72.0,38.0,3.0,3.0,71.0,0.0,1.21,0.91,2.12,1.12,2.03,2015-2016,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,96.0,0.0,142.0,1.47,42.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,41.0,,127.0,,,3.74,,0.3,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hoffenheim,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1.59,203.0,149.0,73.4,9.0,10.0,15.0,6.0,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,Hoffenheim,de Bundesliga,26,24.1,46.1,34.0,374.0,3060.0,34.0,39.0,26.0,65.0,36.0,3.0,6.0,63.0,0.0,1.15,0.76,1.91,1.06,1.82,2015-2016,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,100.0,0.0,138.0,1.09,39.0,54.0,-15.0,-0.44,,,,,,,,,,,,,,,,,,,,,39.0,,135.0,,,3.97,,0.27,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ingolstadt 04,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,42.0,1.24,121.0,79.0,65.3,10.0,10.0,14.0,10.0,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,Ingolstadt 04,de Bundesliga,25,26.3,45.2,34.0,374.0,3060.0,34.0,33.0,20.0,53.0,24.0,9.0,10.0,83.0,0.0,0.97,0.59,1.56,0.71,1.29,2015-2016,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,99.0,0.0,139.0,1.18,33.0,42.0,-9.0,-0.26,,,,,,,,,,,,,,,,,,,,,33.0,,127.0,,,3.74,,0.19,,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inter,it Serie A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,38.0,1.0,153.0,115.0,75.2,20.0,7.0,11.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,Inter,it Serie A,28,26.7,55.0,38.0,418.0,3420.0,38.0,49.0,35.0,84.0,47.0,2.0,3.0,104.0,0.0,1.29,0.92,2.21,1.24,2.16,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,112.0,0.0,324.0,1.76,50.0,38.0,12.0,0.32,,,,,,,,,,,,,,,,,,,,,49.0,,170.0,,,4.47,,0.28,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juventus,it Serie A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.53,94.0,74.0,78.7,29.0,4.0,5.0,22.0,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,Juventus,it Serie A,28,28.3,56.0,38.0,418.0,3420.0,38.0,72.0,54.0,126.0,63.0,9.0,9.0,97.0,0.0,1.89,1.42,3.32,1.66,3.08,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,111.0,0.0,282.0,2.39,75.0,20.0,55.0,1.45,,,,,,,,,,,,,,,,,,,,,72.0,,213.0,,,5.61,,0.3,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Köln,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,42.0,1.24,160.0,118.0,73.8,10.0,13.0,11.0,8.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,Köln,de Bundesliga,23,25.1,45.2,34.0,374.0,3060.0,34.0,38.0,30.0,68.0,35.0,3.0,4.0,56.0,0.0,1.12,0.88,2.0,1.03,1.91,2015-2016,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,91.0,0.0,146.0,1.26,38.0,42.0,-4.0,-0.12,,,,,,,,,,,,,,,,,,,,,38.0,,164.0,,,4.82,,0.21,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,La Coruña,es La Liga,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,61.0,1.61,149.0,92.0,61.1,8.0,18.0,12.0,7.0,18.4,5.0,3.0,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,La Coruña,es La Liga,25,28.2,47.1,38.0,418.0,3420.0,38.0,41.0,31.0,72.0,40.0,1.0,1.0,86.0,4.0,1.08,0.82,1.89,1.05,1.87,2015-2016,Big 5 European Leagues,38.0,,598.0,,,,,,,,,,,804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,403.0,433.0,85.0,725.0,804.0,598.0,1.0,4.0,1.0,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,725.0,,,,,,,,,90.0,100.0,418.0,84.0,314.0,101.0,23.0,164.0,1.11,45.0,61.0,-16.0,-0.42,,,,,,,,,,,,,,,,,,,,,41.0,455.0,157.0,34.5,11.97,4.13,0.09,0.25,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Las Palmas,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,53.0,1.4,181.0,131.0,72.4,12.0,8.0,18.0,11.0,28.9,4.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,Las Palmas,es La Liga,27,27.6,54.6,38.0,418.0,3420.0,38.0,42.0,31.0,73.0,38.0,4.0,5.0,100.0,4.0,1.11,0.82,1.92,1.0,1.82,2015-2016,Big 5 European Leagues,38.0,,546.0,,,,,,,,,,,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,466.0,563.0,79.0,466.0,784.0,546.0,3.0,4.0,1.0,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,466.0,,,,,,,,,90.0,100.0,418.0,84.0,303.0,111.0,20.0,156.0,1.16,45.0,53.0,-8.0,-0.21,,,,,,,,,,,,,,,,,,,,,42.0,420.0,163.0,38.8,11.05,4.29,0.09,0.23,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lazio,it Serie A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,52.0,1.37,155.0,103.0,66.5,15.0,9.0,14.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,Lazio,it Serie A,27,27.6,54.4,38.0,418.0,3420.0,38.0,52.0,31.0,83.0,43.0,9.0,11.0,107.0,0.0,1.37,0.82,2.18,1.13,1.95,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,112.0,0.0,304.0,1.42,52.0,52.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,52.0,,150.0,,,3.95,,0.29,,9.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leicester City,eng Premier League,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.95,136.0,100.0,73.5,23.0,12.0,3.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,Leicester City,eng Premier League,23,27.7,42.6,38.0,418.0,3420.0,38.0,68.0,43.0,111.0,58.0,10.0,13.0,54.0,0.0,1.79,1.13,2.92,1.53,2.66,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,109.0,0.0,157.0,2.13,68.0,36.0,32.0,0.84,,,,,,,,,,,,,,,,,,,,,68.0,,179.0,,,4.71,,0.32,,10.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Levante,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,1.84,183.0,119.0,64.5,8.0,8.0,22.0,6.0,15.8,7.0,5.0,1.0,1.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
